,Iteration: Iteration,Continuity: Continuity,Energy: Energy,Isentropic Efficiency Monitor: Expression,MFA Ps 1 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps 3 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps Outlet Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Pt Inlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Pt Outlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Tt Inlet Monitor: Mass Flow Averaged of Total Temperature (K),MFA Tt Outlet Monitor: Mass Flow Averaged of Total Temperature (K),Mass Flow  Volute Monitor: Mass Flow of Mass Flow Rate (lb/s),Mass Flow Error Monitor: Expression,Mass Flow Impeller Monitor: Mass Flow of Mass Flow Rate (lb/s),PRts Monitor: Expression,Sdr: Sdr,Tke: Tke,Torque Monitor: Moment (N-m),X-momentum: X-momentum,Y-momentum: Y-momentum,Z-momentum: Z-momentum,Iteration: Iteration,Physical Time: Physical Time (s)
88,88,1.161094242,1.273050204,2.218487662,98997.96243,111019.5956,116482.55,101325.0002,130998.5672,298.0000719,308.2285133,-0.450778589,1.066112808,-0.00496704,1.149593386,0.000368233,0.017534089,-0.058087356,0.700345668,0.115647157,0.7972176,88,
89,89,1.122051249,1.229757052,2.231165525,98948.70765,111261.4963,116620.2423,101325.0002,131126.468,298.000061,308.2104637,-0.446082578,1.073095434,-0.005434433,1.150952304,0.000340143,0.017633581,-0.058299201,0.690066307,0.111968667,0.799573894,89,
90,90,1.089190734,1.19343071,2.2582026,98896.25765,111587.8576,116839.6054,101325.0001,131248.1302,298.000051,308.1258503,-0.43923349,1.081307542,-0.005952166,1.153117249,0.00033543,0.017876041,-0.058549862,0.676728296,0.112153666,0.807232057,90,
91,91,1.079228786,1.180951368,2.263812221,98844.5961,111921.0982,116989.3452,101325.0001,131479.7284,298.0000408,308.1721627,-0.430909932,1.091544413,-0.006574566,1.154595066,0.000352932,0.018442601,-0.058802192,0.656925271,0.124471746,0.862762259,91,
92,92,1.049025901,1.148834058,2.398708211,98798.66675,112192.7632,117709.09,101325.0001,131430.2705,298.000035,307.585722,-0.414581684,1.105032617,-0.007257433,1.161698395,0.000339769,0.018686836,-0.059085522,0.631532488,0.130498548,0.848227382,92,
93,93,1.01549683,1.111928537,2.383904478,98750.11973,112535.2316,117724.0313,101325.0001,131613.4872,298.0000304,307.6988465,-0.411178676,1.115694646,-0.007928529,1.161845854,0.000342506,0.018859852,-0.059376737,0.616973086,0.120656823,0.852687952,93,
94,94,1.014269482,1.108116896,2.377165496,98702.35931,112877.3666,117808.6641,101325.0001,131845.7558,298.000026,307.7944074,-0.403539634,1.129455424,-0.008706732,1.162681116,0.000339121,0.019345361,-0.05967109,0.598311829,0.12841565,0.905833773,94,
95,95,0.996217173,1.088954563,2.512705488,98677.64625,113022.1332,118434.5296,101325.0001,131729.0854,298.000022,307.2337384,-0.390651947,1.146667571,-0.009549329,1.168857928,0.000298979,0.019676186,-0.059987942,0.577407942,0.13370425,0.879612466,95,
96,96,0.948317162,1.036418769,2.432266888,98653.01847,113169.4806,118147.0928,101325,131956.8283,298.0000199,307.6043005,-0.395059972,1.154864184,-0.010196773,1.166021147,0.000319785,0.020073927,-0.060176511,0.562276129,0.10720692,0.861937329,96,
97,97,0.912412292,0.995308373,2.38383187,98628.47883,113319.4774,117978.0048,101325,132135.2946,298.0000181,307.8515068,-0.396928186,1.16305311,-0.010786729,1.164352379,0.000293886,0.020532399,-0.06037157,0.547554303,0.094037933,0.850856531,97,
98,98,0.879754858,0.957543979,2.352881358,98601.80139,113489.8713,117886.9206,101325,132299.6973,298.0000167,308.0296448,-0.396998326,1.170736865,-0.011297042,1.163453447,0.000258734,0.021074183,-0.060572281,0.53236114,0.086918099,0.843736277,98,
99,99,0.851467404,0.924893802,2.337451775,98572.95026,113683.6479,117875.6637,101325,132458.5477,298.0000153,308.143028,-0.394910689,1.178987062,-0.011780651,1.163342351,0.000232585,0.021697212,-0.060793304,0.517285263,0.083838445,0.8408566,99,
100,100,0.829665799,0.899615736,2.333480396,98541.90049,113904.249,117927.3602,101325,132615.0274,298.000014,308.2068034,-0.391032882,1.188014318,-0.012253297,1.163852555,0.000221684,0.022394417,-0.061032698,0.504183897,0.083576885,0.843916684,100,
101,101,0.814342798,0.881680489,2.339630497,98508.61926,114154.7164,118032.6076,101325,132762.9599,298.0000127,308.2237938,-0.385718987,1.198212195,-0.012742368,1.164891267,0.00022354,0.023097697,-0.061288203,0.493087979,0.084917752,0.848027806,101,
102,102,0.805839506,0.871522305,2.358494302,98473.20695,114438.9241,118201.4281,101325,132891.2842,298.0000113,308.1797015,-0.378833364,1.209835744,-0.013248797,1.166557396,0.000238598,0.023946664,-0.061557762,0.484894254,0.088046991,0.855114187,102,
103,103,0.805725554,0.870594055,2.390589273,98436.11889,114767.7053,118437.0255,101325,132999.8686,298.0000104,308.0744694,-0.370212826,1.222910235,-0.013754038,1.168882561,0.00025927,0.025164237,-0.061840353,0.480719936,0.093492326,0.865188278,103,
104,104,0.823266889,0.887667831,2.474064701,98400.62295,115090.2364,118897.7789,101325,133012.5921,298.0000095,307.7381126,-0.357041785,1.240005478,-0.014281997,1.173429844,0.000277146,0.027030947,-0.062109168,0.483908331,0.108573767,0.882847237,104,
105,105,0.837781946,0.902024257,2.54285055,98363.33438,115450.6343,119244.2425,101325,133001.3955,298.0000088,307.4716429,-0.346870865,1.255670479,-0.014780773,1.176849173,0.000286148,0.028784805,-0.062370234,0.491151254,0.116512669,0.893543759,105,
106,106,0.864391054,0.928465622,2.647235013,98325.13006,115840.6148,119708.6754,101325,132924.5261,298.000008,307.078066,-0.33286725,1.275839645,-0.015302997,1.18143277,0.000300547,0.0310878,-0.062643351,0.505684404,0.129263167,0.903105721,106,
107,107,0.903582395,0.967793038,2.795672398,98286.39549,116260.177,120275.7161,101325,132763.9564,298.0000073,306.5562887,-0.315458864,1.301488003,-0.015851177,1.187029027,0.000314157,0.034338776,-0.062922759,0.526231759,0.144885817,0.910984912,107,
108,108,0.971599493,1.036131977,3.125898633,98248.9317,116675.134,121261.6012,101325,132349.4298,298.0000065,305.5604116,-0.288230794,1.342001838,-0.016429244,1.196758955,0.000332501,0.038087746,-0.063197968,0.54763725,0.17554846,0.906109911,108,
109,109,1.03579976,1.10209177,3.530524163,98214.66195,117056.3139,122136.5463,101325,131839.4228,298.0000057,304.5934897,-0.264175416,1.386048489,-0.01699742,1.205393992,0.000350313,0.040446479,-0.063469284,0.562458886,0.194550663,0.895574399,109,
110,110,1.079605694,1.148766001,3.725767737,98181.34823,117431.5165,122403.3037,101325,131501.8073,298.000005,304.184817,-0.255030147,1.412108925,-0.0175167,1.208026683,0.000358869,0.039977586,-0.063717386,0.582319247,0.183451581,0.900716224,110,
111,111,1.127217165,1.198973249,4.248419605,98151.90353,117759.3705,123157.3811,101325,131044.22,298.0000044,303.3487213,-0.232921951,1.464343887,-0.018025981,1.215468849,0.000354377,0.039414215,-0.063965297,0.583649858,0.191849927,0.864130958,111,
112,112,1.162012989,1.235812801,4.490544578,98123.31377,118082.7438,123325.0385,101325,130692.4629,298.0000038,303.0054956,-0.227677021,1.486818796,-0.018472909,1.217123499,0.000357724,0.038496379,-0.064183183,0.593451592,0.174826244,0.853052056,112,
113,113,1.18945826,1.266142815,4.991685273,98099.36631,118340.6365,123869.444,101325,130441.9086,298.0000032,302.4677773,-0.207567857,1.547130969,-0.0189278,1.222496363,0.00035255,0.03818182,-0.064393562,0.590899802,0.172272667,0.814945754,113,
114,114,1.199288968,1.275878964,5.182013029,98074.49912,118621.3344,123895.3455,101325,130149.5576,298.0000028,302.2640699,-0.208404281,1.555509171,-0.019295082,1.222751991,0.000342186,0.036955588,-0.064581492,0.58652596,0.150056095,0.795417621,114,
115,115,1.224288933,1.301415839,5.959657341,98060.38403,118759.1502,124315.5359,101325,129653.1326,298.0000023,301.6490606,-0.195304177,1.604987454,-0.019692763,1.226898948,0.000322013,0.038055845,-0.064764248,0.568357938,0.150815948,0.75582584,115,
116,116,1.200187302,1.271863124,5.66809368,98046.36932,118896.4168,124088.5913,101325,129697.3544,298.0000021,301.8422627,-0.203919493,1.58527333,-0.01989144,1.224659179,0.000351755,0.037806736,-0.064889093,0.552618266,0.120547035,0.732448828,116,
117,117,1.182420381,1.248446283,5.56279161,98032.48233,119033.1098,123986.0013,101325,129686.9,298.0000021,301.9136716,-0.207713744,1.580236764,-0.020087192,1.223646694,0.000307967,0.038253838,-0.065011471,0.538574323,0.101754799,0.712387441,117,
118,118,1.164711439,1.225794995,5.621146938,98017.55202,119183.3461,124012.9374,101325,129632.9796,298.000002,301.8662834,-0.207017691,1.587839553,-0.020282198,1.223912533,0.000252665,0.037885193,-0.065131359,0.523299738,0.091601866,0.691814458,118,
119,119,1.145319793,1.203089377,5.876069865,98001.63128,119348.1392,124182.5892,101325,129524.573,298.0000022,301.6855471,-0.200836709,1.612206724,-0.020492264,1.225586866,0.000204337,0.037604372,-0.065256436,0.506745834,0.087736125,0.669880434,119,
120,120,1.127104784,1.182759035,6.27622662,97984.75947,119528.7333,124419.7075,101325,129376.4197,298.0000018,301.4339139,-0.19078117,1.651827122,-0.020726057,1.227927041,0.0001834,0.037854984,-0.065385477,0.490081973,0.087014787,0.647091428,120,
121,121,1.117239087,1.171826335,6.775690001,97967.01536,119725.9404,124665.0526,101325,129204.0552,298.0000016,301.1628257,-0.178497521,1.705280092,-0.020981791,1.23034841,0.000182959,0.038673604,-0.065516881,0.474177927,0.086884656,0.622832382,121,
122,122,1.115699725,1.170457569,7.441457025,97950.02745,119916.508,124933.7065,101325,129005.0739,298.0000015,300.8609579,-0.163023945,1.782625325,-0.021264445,1.232999818,0.00019204,0.039885614,-0.065647946,0.459804123,0.087640022,0.597974607,122,
123,123,1.127008037,1.181767657,7.814798409,97932.38958,120123.5394,125040.7513,101325,128876.2095,298.0000014,300.7126146,-0.153086439,1.844112467,-0.021537029,1.234056267,0.000187976,0.040685865,-0.065773558,0.450689215,0.083667874,0.57933962,123,
124,124,1.150596767,1.207886705,8.696394099,97915.18909,120328.3678,125298.0609,101325,128680.7716,298.0000013,300.4217117,-0.135589974,1.966494678,-0.021841165,1.236595716,0.0002104,0.042286114,-0.065894429,0.441116295,0.084580246,0.557940636,124,
125,125,1.194831489,1.254323317,9.169920746,97904.792,120440.2239,125390.5893,101325,128559.1645,298.0000012,300.2872587,-0.124500459,2.067175677,-0.022143977,1.2375089,0.000219343,0.043744841,-0.066013412,0.436853155,0.081042005,0.546263397,125,
126,126,1.221088785,1.274606941,8.403254153,97894.50445,120551.5905,125112.0475,101325,128604.8699,298.0000011,300.4997906,-0.133429431,2.003265489,-0.022310857,1.234759906,0.000253921,0.043179905,-0.06609645,0.429924493,0.068726927,0.543101222,126,
127,127,1.237365507,1.286172178,8.246273931,97884.36299,120662.3248,125035.6727,101325,128597.8743,298.0000011,300.5467766,-0.133929189,2.007004216,-0.022477876,1.234006146,0.000204879,0.043126605,-0.066177771,0.417702479,0.062754,0.534019305,127,
128,128,1.237257144,1.282842796,8.329447999,97873.53486,120783.5204,125057.0624,101325,128570.2015,298.000001,300.5189907,-0.130025834,2.044917454,-0.022644377,1.234217246,0.000171235,0.043259951,-0.066257348,0.401191052,0.058619397,0.520296714,128,
129,129,1.228456068,1.273070825,8.641777982,97862.01044,120916.0086,125162.2784,101325,128518.0575,298.0000009,300.4236719,-0.121368502,2.128612754,-0.022829673,1.235255647,0.000164242,0.043815128,-0.066339895,0.384130816,0.056195667,0.503521066,129,
130,130,1.218793387,1.264023941,9.08820771,97849.80043,121060.4872,125325.5381,101325,128444.7512,298.0000009,300.298896,-0.109018998,2.267811367,-0.023035921,1.236866895,0.000176997,0.044693887,-0.06642516,0.368718109,0.055717839,0.486608193,130,
131,131,1.222822393,1.268964982,9.447524224,97837.16498,121216.9666,125486.9252,101325,128356.6573,298.0000008,300.2048464,-0.09609414,2.452533975,-0.023263334,1.238459661,0.000218415,0.045932243,-0.066513012,0.356132797,0.056339619,0.47584823,131,
132,132,1.449812626,1.488323321,7.763596028,97827.21723,121334.4683,124975.6007,101325,128551.3463,298.0000007,300.7008661,-0.111995208,2.260096729,-0.023520799,1.233413281,0.000416743,0.048274303,-0.066596524,0.387784672,0.053593775,0.520653384,132,
133,133,1.996666486,2.021160837,5.974569262,97817.41596,121451.3008,124035.905,101325,128915.8636,298.0000006,301.552823,-0.14786691,1.962335175,-0.023716255,1.224139206,0.001931119,0.053071853,-0.066668182,0.497369622,0.089903199,0.655286928,133,
134,134,2.495921203,2.518411148,4.533469323,97808.30922,121560.7286,122709.3301,101325,129365.049,298.0000005,302.7522079,-0.187558556,1.764903832,-0.02391071,1.21104693,0.003269759,0.057537069,-0.066739836,0.69240979,0.156291423,0.893694648,134,
135,135,3.021074585,3.046882201,3.548110023,97800.27615,121655.1085,121176.1337,101325,129843.6912,298.0000005,304.167041,-0.223105175,1.648082434,-0.024098424,1.195915457,0.002151094,0.059065762,-0.066806199,0.925788766,0.2344517,1.142117028,135,
136,136,3.544557165,3.579531689,2.915420338,97796.27247,121698.8185,119644.3969,101325,130335.0659,298.0000005,305.6238555,-0.253724029,1.573728489,-0.024261451,1.18079839,0.00276124,0.059304725,-0.066867192,1.211971251,0.312553806,1.418773819,136,
137,137,3.198234746,3.225211403,3.378464571,97792.28414,121742.3552,120985.1767,101325,130143.8687,298.0000005,304.5392,-0.225915772,1.64643359,-0.024339924,1.194030858,0.001048057,0.0499423,-0.066899579,1.066470565,0.230121315,1.257534673,137,
138,138,2.897467668,2.91849631,3.837623453,97788.3145,121785.708,122022.7794,101325,130008.6256,298.0000005,303.7320324,-0.202587809,1.72322609,-0.024419465,1.204271201,0.001237119,0.045792624,-0.066932261,0.943375127,0.16715298,1.122184545,138,
139,139,2.649467672,2.666348326,4.253693759,97783.98404,121833.2342,122783.824,101325,129894.3765,298.0000005,303.1524659,-0.183607063,1.800524627,-0.024496996,1.211782127,0.00118719,0.043833878,-0.066965423,0.840145067,0.126684712,1.011083676,139,
140,140,2.443296138,2.457283389,4.641095051,97779.26756,121885.3465,123379.9988,101325,129782.2062,298.0000005,302.7053669,-0.166018116,1.8883722,-0.02458098,1.217665914,0.001089292,0.043178382,-0.0670024,0.751341056,0.103113475,0.915977817,140,
141,141,2.268103942,2.280149461,4.989156897,97774.1337,121942.5334,123840.4371,101325,129669.7537,298.0000005,302.361228,-0.149902239,1.987550042,-0.02467266,1.222210088,0.000969527,0.043157124,-0.06704323,0.674869287,0.092318858,0.83360467,141,
142,142,2.112497418,2.12343922,5.276082006,97768.77093,122004.1431,124183.3246,101325,129568.5773,298.0000005,302.11054,-0.135105124,2.100158758,-0.024772848,1.225594123,0.000856594,0.043420187,-0.067087908,0.6080072,0.087449622,0.760636256,142,
143,143,1.96023,1.970521398,5.556386754,97763.45854,122065.4929,124475.0204,101325,129450.8093,298.0000005,301.8882281,-0.119314377,2.251333111,-0.024883672,1.228472937,0.000858931,0.044091438,-0.067135489,0.548827982,0.084787214,0.689009802,143,
144,144,1.82914077,1.839253719,5.709957271,97757.73982,122132.5944,124631.7449,101325,129384.5571,298.0000005,301.7754671,-0.108934628,2.376574634,-0.024992774,1.230019688,0.00071185,0.044514143,-0.067182834,0.499978423,0.080399871,0.628519184,144,
145,145,1.709261139,1.719679439,5.808122125,97751.59812,122205.9511,124736.6612,101325,129338.8474,298.0000004,301.7061025,-0.099778233,2.510049552,-0.025111679,1.231055131,0.000592769,0.045174033,-0.067233289,0.45826918,0.075618002,0.574949034,145,
146,146,1.601852247,1.613011066,5.853059536,97745.00059,122286.198,124801.7015,101325,129325.4088,298.0000004,301.6760278,-0.093060512,2.627525241,-0.025243055,1.23169703,0.000474188,0.046052256,-0.067286589,0.422080404,0.070320458,0.530250643,146,
147,147,1.511023839,1.523385377,5.929227321,97737.98456,122373.5783,124886.3917,101325,129319.0127,298.0000004,301.6280435,-0.088008994,2.730762113,-0.025387105,1.232532856,0.000477115,0.047128663,-0.067342614,0.392190788,0.066326394,0.496284485,147,
148,148,1.444653311,1.458479027,6.037731029,97730.56093,122468.523,124994.8136,101325,129332.7991,298.0000004,301.564456,-0.084871994,2.80582484,-0.025543992,1.233602898,0.000589838,0.048397502,-0.067400904,0.372459663,0.064350626,0.477523571,148,
149,149,1.415153977,1.430564856,6.347601517,97726.0646,122521.8617,125275.0652,101325,129324.0069,298.0000004,301.3894724,-0.07752676,2.990130825,-0.025714732,1.236368766,0.000666302,0.04982646,-0.067461116,0.367353448,0.069960201,0.478467431,149,
150,150,1.343746879,1.359265702,6.400828353,97721.60728,122574.9953,125297.226,101325,129308.6428,298.0000004,301.3595924,-0.076182654,3.03280472,-0.025810743,1.236587476,0.000571068,0.047778904,-0.067500398,0.353484472,0.064509453,0.463140468,150,
151,151,1.286518911,1.301816871,6.487451422,97717.19701,122627.8628,125348.5315,101325,129294.3243,298.0000004,301.3131756,-0.074202189,3.095051928,-0.025909573,1.237093822,0.000535256,0.046627907,-0.067539353,0.344804791,0.06132639,0.45373365,151,
152,152,1.234217383,1.249202806,6.625535956,97712.65081,122684.2341,125436.6328,101325,129270.0887,298.0000004,301.2415421,-0.070916522,3.200441926,-0.026007948,1.237963314,0.000501359,0.045949387,-0.067577938,0.339210319,0.059951225,0.447710801,152,
153,153,1.188145001,1.20324287,7.072917055,97708.16769,122740.2156,125756.4141,101325,129185.4689,298.0000004,301.028056,-0.05767521,3.716746984,-0.026114825,1.24111931,0.000524181,0.046135489,-0.067618482,0.337623069,0.066457786,0.444251072,153,
154,154,1.147887221,1.162911554,7.410834342,97703.3476,122801.2997,125968.5821,101325,129090.0138,298.0000004,300.8808818,-0.046357737,4.393662861,-0.026220422,1.243213245,0.00046209,0.046406895,-0.06765851,0.332782127,0.067800127,0.436985574,154,
155,155,1.102118903,1.11781915,7.782191106,97698.24113,122867.5189,126207.3949,101325,128927.4805,298.0000004,300.7286409,-0.030037232,6.260853838,-0.026336915,1.245570145,0.000567753,0.047167518,-0.067700885,0.322298258,0.069630262,0.423923231,155,
156,156,1.066628144,1.083026545,7.984320281,97692.86691,122939.0718,126400.1141,101325,128717.3077,298.0000003,300.64093,-0.012434255,13.76990509,-0.026464042,1.247472135,0.000655348,0.048480266,-0.067745193,0.309783116,0.068961171,0.403779489,156,
157,157,1.046966666,1.064118038,7.800331149,97687.17644,123016.527,126546.7751,101325,128426.234,298.0000003,300.6767714,0.006967234,21.90945447,-0.026602587,1.248919567,0.00074749,0.050351368,-0.067791128,0.295554594,0.067457861,0.379483966,157,
158,158,1.026277606,1.044940974,6.975717888,97681.10848,123100.7884,126622.7694,101325,128120.1062,298.0000003,300.9620384,0.02461318,5.521986119,-0.026754469,1.249669573,0.000717636,0.052502895,-0.067838566,0.283177944,0.065119649,0.357523806,158,
159,159,1.008578996,1.029225366,5.796863782,97674.69383,123191.9226,126648.041,101325,127923.669,298.0000003,301.5403061,0.038127973,3.236927535,-0.026924243,1.249918983,0.000552404,0.054889537,-0.067887891,0.272856525,0.0621948,0.342696718,159,
160,160,0.997378004,1.020172497,4.734161204,97667.9827,123289.9321,126654.3146,101325,127801.3149,298.0000003,302.3166249,0.049527306,2.284044794,-0.027108315,1.249980899,0.00042104,0.057344888,-0.067938714,0.264092228,0.059664526,0.332755432,160,
161,161,0.990630933,1.015727161,4.125109615,97660.98976,123394.9084,126655.1629,101325,127691.3201,298.0000003,302.9349642,0.058728764,1.78999826,-0.027308858,1.249989271,0.000377249,0.059905298,-0.06799076,0.256078322,0.057763785,0.326742509,161,
162,162,0.989835766,1.017302939,3.880441312,97653.76459,123506.72,126655.5137,101325,127580.9678,298.0000003,303.2258582,0.06610522,1.498526661,-0.027527609,1.249992733,0.00039065,0.062450832,-0.068043842,0.249537968,0.056568935,0.323287949,162,
163,163,0.994871795,1.025078336,3.660445939,97646.33195,123625.2285,126655.696,101325,127499.2533,298.0000002,303.5240205,0.072333426,1.303341836,-0.027768101,1.249994533,0.000425686,0.064896194,-0.068097832,0.244746675,0.055920291,0.322052506,163,
164,164,1.008104919,1.04131185,3.454830637,97638.76866,123749.9447,126655.8232,101325,127446.562,298.0000002,303.8419067,0.077600233,1.167315398,-0.028030697,1.249995788,0.000461283,0.067108338,-0.068152622,0.24161208,0.055492449,0.321952598,164,
165,165,1.027055556,1.063598817,3.253312632,97631.20324,123879.9884,126655.9287,101325,127419.4056,298.0000002,304.1978137,0.082246224,1.065773704,-0.028317014,1.249996829,0.000488139,0.069078134,-0.068207629,0.239688212,0.055064232,0.322581193,165,
166,166,1.053059286,1.09355254,3.070606539,97623.71218,124014.6777,126656.0165,101325,127413.2324,298.0000002,304.5651594,0.086559927,0.984495971,-0.028629638,1.249997696,0.00050291,0.070946574,-0.068262473,0.238523886,0.054169149,0.323175998,166,
167,167,1.075852638,1.120795545,2.872033218,97616.48146,124152.6426,126656.086,101325,127425.9498,298.0000001,305.0222357,0.09086659,0.912989638,-0.028971141,1.249998382,0.000510479,0.072566597,-0.068316458,0.237791863,0.052659616,0.323238494,167,
168,168,1.094165387,1.144531845,2.648871732,97609.80323,124291.2097,126656.1377,101325,127457.4192,298.0000001,305.6223178,0.095408116,0.845309616,-0.029342919,1.249998892,0.00050874,0.073937556,-0.068368485,0.239892679,0.051471117,0.32795659,168,
169,169,1.120130468,1.176859854,2.395093033,97603.51408,124420.8965,126656.1744,101325,127505.1912,298.0000001,306.4441864,0.100289012,0.78007375,-0.02975364,1.249999254,0.000498794,0.076157185,-0.068420984,0.244670694,0.051085849,0.335889887,169,
170,170,1.114617979,1.175933164,2.184295097,97597.87598,124550.9904,126656.2002,101325,127557.101,298,307.2760462,0.104982303,0.722886106,-0.030145425,1.249999509,0.000478597,0.076399877,-0.068464496,0.245946875,0.050228523,0.340192739,170,
171,171,1.096017375,1.162479955,1.97285492,97593.42098,124678.1952,126656.2183,101325,127615.7233,298,308.291383,0.110024989,0.66713782,-0.030571137,1.249999687,0.000475133,0.077167977,-0.068502789,0.248455377,0.049788536,0.345854671,171,
172,172,1.079496865,1.152448619,1.752383603,97589.46838,124796.4899,126656.2299,101325,127683.1089,298,309.6135634,0.115642411,0.610868996,-0.031047462,1.249999801,0.000461809,0.079586495,-0.068549024,0.252533018,0.05004292,0.351893999,172,
173,173,1.047962242,1.126408545,1.578279554,97586.15476,124906.8975,126656.2374,101325,127746.6082,298,310.9233411,0.120977616,0.562838596,-0.031511415,1.249999875,0.000425053,0.079982594,-0.068579813,0.253612318,0.050172761,0.35456708,173,
174,174,1.000492806,1.082000604,1.437690635,97584.67411,125011.6825,126656.2421,101325,127806.1576,298,312.2165801,0.126065338,0.52148175,-0.031967685,1.249999922,0.000419195,0.079331675,-0.068597799,0.251066737,0.049957576,0.352708111,174,
175,175,0.969008191,1.054423173,1.303968076,97583.80538,125107.7455,126656.2447,101325,127875.8542,298,313.7125395,0.131631323,0.480356311,-0.032476877,1.249999947,0.000401187,0.080994577,-0.068625908,0.249824333,0.050527151,0.350264806,175,
176,176,0.929029306,1.016084998,1.197482378,97585.13213,125196.4898,126656.2461,101325,127941.0529,298,315.1485087,0.136805587,0.445718289,-0.032963723,1.249999961,0.000405803,0.080020018,-0.06862706,0.246799188,0.050853211,0.346317739,176,
177,177,0.894137269,0.983509359,1.09908072,97586.28832,125272.5757,126656.2466,101325,128018.2235,298,316.733765,0.142566294,0.409925761,-0.033501315,1.249999967,0.000389855,0.081336017,-0.068633087,0.244193263,0.051266207,0.340732064,177,
178,178,0.841606178,0.929371344,1.026520357,97589.93066,125341.5288,126656.2479,101325,128084.8103,298,318.1040893,0.147508276,0.381976048,-0.033975484,1.249999979,0.000352088,0.07994168,-0.068622448,0.237986722,0.050421176,0.329664516,178,
179,179,0.791823784,0.877956592,0.959544285,97596.64836,125402.3238,126656.2491,101325,128158.8168,298,319.5621605,0.152862578,0.353651179,-0.034487101,1.249999991,0.000325436,0.079323488,-0.068601395,0.232841834,0.049913011,0.319735961,179,
180,180,0.748261188,0.83341824,0.898926975,97604.54829,125451.987,126656.2495,101325,128245.0674,298,321.0843138,0.158675317,0.325158276,-0.035044985,1.249999995,0.000305998,0.079942882,-0.06858582,0.22800449,0.04965404,0.310585433,180,
181,181,0.693985949,0.775381748,0.849263455,97616.53664,125492.259,126656.2498,101325,128327.5669,298,322.503215,0.164120271,0.300482956,-0.035572603,1.249999998,0.000291385,0.078457107,-0.068550182,0.221719829,0.048498892,0.301799919,181,
